Date,Time,Location,Operator,Flight,Route,AC Type,Registration,cn/ln,Aboard,Aboard Passangers,Aboard Crew,Fatalities,Fatalities Passangers,Fatalities Crew,Ground,Summary,Lat,Lng,Country
7/11/1982,,"Jolo, Philippines",Philippine Air Lines,480, Jolo-Kota Kinabalu,Hawker Siddeley HS-748-209 Srs. 2,RP-C1014,1636,30,25,5,4,3,1,0,Takeoff was aborted at V1 when the crew heard unusual sounds from the No.1 engine. The aircraft overran the runway and came to rest against a wall and some vehicles. Misjudged speed and distance and delayed action in aborting the takeoff.,6.0536561,121.0002644, Philippines
7/23/1982,2:30,"Castaic, California",Western Helicopter,,Movie set,Bell UH-1B Huey Helicopter,N87701,6414038,1,0,1,0,0,0,3,"During the filming of ""Twilight Zone, The Movie"", a helicopter crashed, killing actor Vic Morrow, 53, and two child actors. The helicopter was hovering low over a make believe Vietnamese village when an explosive charge from the special effects hit the tail rotor of the helicopter sending it crashing to the ground. One child, Rene Chen, 6, was crushed to death with the right skid. Vic Morrow and the other child, Myca Dinh Le, 7, were decapitated. Criminal charges against the production company were eventually dismissed in a much publicized trial. The civil trial ended in awards of 2 million dollars to the families of each of the children and $700,000  to the estate of Vic Morrow.",34.4888822,-118.6228656, United States
8/11/1982,,Pacific Ocean,Pan American World Airways,PA830,Tokyo - Honolulu,Boeing B-747-121,N754PA,19658/47,285,270,25,1,1,0,0,"A sixteen-year-old boy was killed when a bomb detonated under a seat cushion. The explosion caused minor damage and the plane landed safely at Honolulu. The bomb was placed onboard by Mohammed Rashed, a Jordanian terrorist with the May 15 Organization.",7.0427772,125.5367255, Philippines
8/12/1982,,"Mindat, Myanmar",Burma Airways,,,de Havilland Canada DHC-6 Twin Otter 300,XY-AEB,501,8,5,3,8,5,3,0,Hit high ground in poor weather.,21.4361514,93.3516599247829, Myanmar
8/14/1982,9:00,"Near Managua, Nicaragua",Military - Nicaraguan Air Force,,Managua - El Rodeo,Arava 201,223,6,20,18,2,20,18,2,0,Rolled to the right and crashed from an altitude of 500 ft. shortly after becoming airborne.,12.1461244,-86.273717, Nicaragua
8/14/1982,17:07,"Sukhumi, Georgia, USSR",Aeroflot / Aeroflot,,Sukhumi - Kutaisi,Let 410UVP Turbojet / Tupolev TU-134V,67191 / 65836,781120 / 17113,11,9,2,11,9,2,0,Ground collision. Eleven killed on the LET and none on the Tupolev.,,,
9/1/1982,,"Near Valladolid, Ecuador",Aerolineas Condor,,Zumba - Loja,de Havilland Canada DHC-4A Caribou,HC-BHZ,249,44,41,3,44,41,3,0,Flew into a mountain in the Andes after the pilot became disoriented in a low ceiling.,-4.218556,-79.2593616, Ecuador
9/4/1982,,"Rio Branco, Brazil",Cia Brasiliera de Tratores,,Porto Velho - Rio Branco,Gates Learjet 25B,PT-JBQ,25B-119,10,8,2,10,8,2,0,The plane ran out of fuel on the third approach in poor weather.,-9.9765362,-67.8220778, Brazil
9/11/1982,12:50,"Near Mannheim, West Germany",Military - U.S. Army,,,Boeing Vertol CH-47C (helicopter),74-22292,,46,42,4,46,42,4,0,Crashed helicopter experiencing catastrophic mechanical failure and separation of one of the rotors. The aircraft was carrying French and German sky divers as part of Mannheim's 375 birthday celebration. Bearing failure in the forward transmission pack.,49.489591,8.467236, Germany
9/13/1982,12:00,"Near Malaga, Spain",Spantax,995,Malaga - New York City,McDonnell Douglas DC-10-30CF,EC-DEG,46962/238,394,381,13,50,47,3,0,The aircraft crashed during takeoff after intense vibration caused by a blown retreaded tire. The crew aborted the takeoff above VR and overran the runway. They also  failed to apply reverse thrust symmetrically.,36.7213028,-4.4216366, Spain
9/29/1982,19:23,"Luxembourg, Luxembourg",Aeroflot,343,Moscou-Luxembourg-La Havane-Lima,Ilyushin IL-62M,CCCP-86470,72503,77,66,11,7,NULL,NULL,0,"The aircraft swerved to the right after landing, sideswiped a water tower, crashed into a building and continued into a revine where it exploded and burned. Failure of the control mechanism on the No.1 engine reverser.",49.8158683,6.1296751,Luxembourg
11/17/1982,,Off Taiwan,Far Eastern Air Transport,,,Bell 212,B-2311,30575,15,NULL,NULL,15,NULL,NULL,0,The helicopter crashed into the sea.,24.1108543,120.6161649, Taiwan
11/29/1982,,"Lubango, Angola",TAAG Angola Airlines,,,Antonov AN-26,D2-TAB,4607,15,9,6,15,9,6,0,Flew into a mountain while descending for a landing.,-14.9195371,13.4898109, Angola
11/29/1982,,"Quetame, Colombia",Aerolineas Centrales de Colombia,,San Jose del Guaviare - BogotÃ¡,de Havilland Canada DHC-6 Twin Otter 310,HK-2536,713,22,20,2,22,20,2,0,"Crashed into a mountain. Flying under VFR in IFR conditions, navigation error and lack of adequate training.",4.33002875,-73.849796082615, Colombia
12/7/1982,19:07,"Near Pueblo, Colorado",Pioneer Airlines,,"Sante Fe, NM - Pueblo, CO",Swearingen SA.227AC Metro III,N30093,AC-449,2,0,2,2,0,2,0,The cargo plane flew into a hill while descending to land. The pilot may have had a physical imparement.,20.0338271,-97.3491025, Mexico
12/9/1982,13:27,"La Serena, Chile",Aeronor Chile,304,Santiago - La Serena,Fairchild F-27J,CC-CJE,63,46,42,4,46,42,4,0,"While on approach, the aircraft suddenly banked to the left and went into a steep descent and crashed.  Inadequate flight procedures by the pilot in command after experiencing a loss of power in the left engine.  Inadequate flight planning by the pilot-in-command in coordinating the adoption of measures and applying procedures to successfully remedy a stall condition caused by total loss of power in the left engine when the aircraft was flying at low altitude on final approach to land.",-29.9026615,-71.2520136, Chile
12/9/1982,14:30,"Near San Andres de Bocay, Nicaragua",Military - Nicaraguan Air Force,,,Mil Mi-8 (helicopter),265,,88,84,4,84,84,0,0,The helicopter was shot down by Sandinistan rebels.,14.31318,-85.1731585, Nicaragua
12/23/1982,20:44,"Rostov-on-Don, Russia",Aeroflot,,Rostov-on-Don - Krasnovodsk,Antonov AN-26,CCCP-26627,5208,16,0,16,16,0,16,0,"Inadequate and untimely actions of the crew in retracting  the flaps after takeoff, which resulted in severe loss of height and collision with obstacles. Overloaded,",47.2213858,39.7114196, Russia
12/24/1982,17:10,"Guangzhou, China",CAAC,,Changsha-Canton,Ilyushin IL-18B,B-202,189001401,69,58,11,25,25,0,0,A passenger's cigarette caused a fire in the cabin which led to an oxygen tank exploding.,23.1301964,113.2592945, China
1/9/1983,,"Brainerd, Minnesota",46826/109,927,Minneapolis-St Paul - Brainerd,Convair 580-11A,N844H,327A,33,30,3,1,1,0,0,"The plane landed 1,725 feet beyond the runway threshold, right wing down, veered to the right until the right propeller struck a 2 to 3 foot snow bank. The blade separated from the engine and penetrated the cabin. Proper alignment not attained by pilot in command. Terrain condition, snow bank. Lack of NOTAM. Improper snow removal.",46.3580221,-94.2008288, United States
1/11/1983,2:50,"Detroit, Michigan",United Air Lines,2885,Detroit - Los Angeles,McDonnell Douglas DC-8-54F37,N8053U,46010/406,3,0,3,3,0,3,0,"After taking off the cargo plane rolled to the right with wings vertical to the ground until it crashed into a field. The flight crew's failure to follow procedural checklist requirements and to detect and correct a mistrimmed stabilizer before the aircraft became uncontrollable. Contributing to the accident was the captain allowing the second officer, who was not qualified to act as a pilot, to occupy the seat of the first officer and to conduct the take-off.",42.3315509,-83.0466403, United States of America
1/16/1983,22:30,"Ankara, Turkey",Turkish Airlines (THY),,Paris-Tripoli-Istanbul-Ankara,Boeing B-727-2F2,TC-JBR,21603/1389,67,60,7,47,47,0,0,"The flight originated in Tripoli and stopped in Istanbul before beginning a 40-minute flight to Ankara's Esenboga Airport. The aircraft crashed short of the runway in fog, snow and poor visibility. Windshear.",39.9207774,32.854067, Turkey
2/13/1983,,"Fayetteville, North Carolina",Military - U.S. Air Force,,,Lockheed C-130H Hercules,74-1693,4693,6,0,6,6,0,6,0,An overheated APU led to a fire and loss of control of the aircraft.,35.0525759,-78.878292, United States
3/9/1983,,"Off Macae, Brazil",Aeroleo Taxi Aereo,,,Bell 212,PT-HJN,30761,11,NULL,NULL,11,NULL,NULL,0,Crashed into the sea.,-22.3712958,-41.7866922, Brazil
3/10/1983,,"Near Shach Goan, Afghanistan",Bakhtar Afghan Airlines,,Uruzgan-Kaboul,de Havilland Canada DHC-6 Twin Otter 300,YA-GAZ,395,19,17,2,19,17,2,0,"Pilot decided to climb and continue to fly VFR in deteriorating weather. The plane crashed in an area of rain, turbulence and thunderstorms. Continued VFR flight in poor weather and a physical impairment due to lack of oxygen when flying at high altitude.",,,
3/11/1983,7:00,Barquisimeto Venezuela,Avensa,,Caracas - Barquisimeto,McDonnell Douglas DC-9-32,YV-67C,47025/106,50,45,5,23,22,1,0,"The aircraft landed past the runway threshold, experienced a hard landing in fog, slid off the runway and broke up. Improper in-flight decisions and inadequate supervision of the flight.",10.0740372,-69.3215667, Venezuela
3/30/1983,5:14,"Newark, New Jersey",Central Airlines,,Chicago - Newark,Learjet 25,N51CA,25-030,2,0,2,2,0,2,0,"While attempting to land, the cargo plane came in too steep and fast, bounced on landing, crashed and burned. Loss of control following ground contact due to anunstabilized approach. Impairment of the flightcrew's judgment, decision making and flying abilities by a combination of physioIogical and psychological factors.",40.735657,-74.1723667, United States of America
4/7/1983,14:55,"Selawik, Alaska",Munz Northern Airlines,601,Nome - Ambler,Britten-Norman BN-2A-8 Islander,N37MN,558,3,2,1,2,1,1,0,Lost control of the aircraft and crashed in a snow storm. Continued VFR flight in IFR conditions.,66.6023978,-160.0113003, United States
4/16/1983,,"Near Khartoum, Sudan",Air Liberia,,Khartoum-Monrovia,Hawker Siddeley HS-748-329 Srs. 2A,EL-AIH,1755,9,6,3,8,5,3,9,The No.2 engine failed during climbout forcing a return to the airport. While on the  base leg the aircraft lost altitude and crashed. High Pressure fuel pump shaft broke due to pump seizure. The remaining engine could not produce enough power because the fuel datum trimmer wasn't reset in accordance with the flight manual.,15.593325,32.53565, Sudan
4/19/1983,18:09,"Leninakan, Russia",Aeroflot,E-46,Nalchik - Leninakan,Yakovlev YAK-40,CCCP-87291,9320628,21,17,4,21,17,4,0,The crew deviated from course while descending to land. Navigational error. ATC procedural error in not identifying the planes position.,47.3079286,39.6433401, Russia
4/19/1983,7:20,"Near Toba, Japan",Japan Air Self-Defence Force,,Training,Kawasaki C-1 / Kawasaki C-1,58-1009/68-1015,8009/8015,14,NULL,NULL,14,NULL,NULL,0,"Both aircraft, flying in tandem, crashed into the side of a mountain. A third aircraft brushed trees and managed to remain airborne.",34.4714464,136.8293576, Japan
4/26/1983,17:37,"Iwakuni AB, Japan",Military - Japan Maritime Self Defense Force,NKJ801,Training,Shin Meiwa PS-1,5801,1001,14,0,14,11,0,11,0,Crashed near an ammo depot.,34.3321386,132.1013687, Japan
4/29/1983,15:10,"Guayaquil, Ecuador",SAN Ecuador,832,Guayaquil - Quito,Sud Aviation SE-210 Caravelle VIR,HC-BAT,125,100,94,6,8,7,1,0,One of the aircraft's engines failed shortly after takeoff and the plane landed heavily on muddy ground and broke in three.,-2.1898771,-79.8877153, Ecuador
4/30/1983,12:09,"Jacksonville, Florida",Military - United States Navy,,"Jacksonville NAS - Guantanamo Bay, Cuba",Convair CV-340,141010,293,15,9,6,15,98,6,0,"Crashed into St. John's River just shy of the Jacksonville Naval Air Station's main runway. Shortly after takeoff, one of the engines burst into flames and the crew was trying to make it back to the air station.",30.3321838,-81.655651, United States of America
5/5/1983,10:20,"Near Ban Ta Khli, Thailand",Military - Royal Thai Air Force,,,Fairchild C-123K,L4K-12/18,20227,30,24,6,30,24,6,0,The aircraft was preparing to land at Ban ta Khli Air Base when it was waved off because the runway was not clear. The plane plunged to earth 700 ft. past the runway. Engine failure was suspected.,15.2425645,100.3458782, Thailand
5/5/1983,9:15,"En route Miami, FL - Nassau, Bahamas",Eastern Air Lines,855,"Miami, FL - Nassau, Bahamas",Lockheed L-1011,N334EA,1141,172,162,10,0,0,0,0,"Procedural error by maintenance crew caused O-ring seal to be left off all three engines, causing all oil to leak out in flight. One engine shut down at first sign of trouble, followed by failure of other two engines. First engine restarted at an altitude of 3,000 feet and ran long enough to make a safe landing at Miami 9 minutes later.",,,
5/6/1983,,"Klyuchi, Russia",Military - Soviet Air Force,,Petropavlovsk-Kamchatsky - Klyuchi,Antonov An-26,,,37,31,6,33,37,6,0,The flight tried to land at Klyuchi Air Base in below-minima weather conditions with heavy snowfall at night.,54.4828515,61.6900679, Russia
6/2/1983,8:50,"Tanjung Karang, Indonesia",Garuda Indonesia Airlines,,Bandar Lampung-Djakarta,Fokker F-28 Fellowship 3000RC,PK-GFV,11132,61,57,4,3,1,2,0,The aircraft failed to gain altitude and overran the runway. Crew did not follow checklist procedures.,0.867744,113.0045036, Indonesia
6/2/1983,19:20,"Cincinnati International Airport, Covington/Hebron, Kentucky",Air Canada,797,Dallas-Fort Worth - Toronto,McDonnell Douglas DC-9-32,C-FTLU,47196/278,46,41,5,23,23,0,0,"The plane was on a flight from Houston to Toronto with an intermediate stop at Dallas - Fort Worth.  An in-flight fire in the rear lavatory, of unknown origin, forced the plane to make an emergency landing at Cincinnati International Airport. Fatalities occurred from smoke inhalation and a flash fire that erupted when exit doors were opened. Underestimation of the fire severity and conflicting fire progress reports to the captain delayed a quicker emergency landing. Canadian folk singer Stan Rogers, 33,  killed. He was going home after attending the Kerrville Folk Festival in Texas. He died in the fire while helping other passengers to safety.",,,
6/6/1983,12:40,"Off Quemoy, Taiwan",Military - Republic of China Air Force,,Kinmen-Taipei,Fairchild C-199G,,,47,39,8,47,39,8,0,The domestic flight crashed into the Formosa Strait after the right engine caught fire shortly after taking off.,,,
6/8/1983,13:55,"Near Cold Bay, Alaska",Reeve Aleutian Airways,8,"Cold Bay, Alaska - Seattle, Washington",Lockheed L-188C Electra,N1968R,2007,15,10,5,0,0,0,0,"After experiencing a strong vibration, the number 4 prop separated and struck the aircraft causing a major gash in the bottom of the aircraft. This resulted in decompression of the cabin and jamming of the flight controls. Using the autopilot, which uses separate cables, the crew was able to maintain level flight, but not turn or adjust the throttles..  As the flight crew kept trying heavy control inputs, they worked the cables loose enough to regain some control. Diverting to Anchorage, they were barely able to descend by stopping a second engine.  On the second attempt they were able to get low enough to land safely. The cause of the prop separation was not determined since it fell into the ocean",55.2039844,-162.7138584, United States
6/16/1983,4:00,"Kauai, Hawaii",Military - U.S. Navy,,Brabers Point-Barbers Point,Lockheed P-3B Orion,152720,185-5160,14,0,14,14,0,14,0,Crashed into a mountain,22.05046655,-159.55876775017, Ka'ula)
6/21/1983,,"Niela, Mali",Air Mali,,,de Havilland Canada DHC-6 Twin Otter 300,TZ-ACH,394,7,5,2,7,5,2,0,Crashed under unknown circumstances,-8.8476741,121.7958231, Indonesia
6/28/1983,12:10,"Las Vegas, Nevada",Military - U.S. Air Force,,Training,Lockheed C-130H Hercules,74-2068,4694,6,1,5,6,1,5,0,While flying at a low level during the aircraft stalled and crashed.,36.1662859,-115.149225, United States of America
